criterion_id,nct_id,section,text,scibert_b2_label,scibert_b2_prob,scibert_b3_label,scibert_b3_prob,llm_b2_label,llm_b2_confidence,llm_b3_label,llm_b3_confidence,human_b2_label,human_b3_label,review_flag
NCT00046852_14,NCT00046852,unknown,Mild to moderate pulmonary impairment (lower DLCO) allowed but patients would not receive study carmustine,1,0.9997,0,0.0166,0.0,0.6,0.0,0.6,,,disagree
NCT00952731_7,NCT00952731,inclusion,Willingness to avoid exposing breast skin to natural or artificial sunlight (i.e. tanning beds) for the 4-10 weeks of study agent dosing.,1,1.0,1,0.9951,0.0,0.95,0.0,0.99,,,disagree
NCT05727176_2,NCT05727176,inclusion,Received at least one prior systemic gemcitabine and platinum-based regimen for CCA,1,0.9784,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT00556049_25,NCT00556049,exclusion,Pregnancy or breastfeeding or inadequate contraception,0,0.0002,1,1.0,0.0,0.6,0.0,0.6,,,disagree
NCT02968810_17,NCT02968810,exclusion,"History of adverse effects, intolerance, or allergic reactions attributed to compounds of similar chemical or biologic composition to simvastatin (i.e., other statin medications)",1,0.9542,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT00195533_3,NCT00195533,exclusion,Known allergy to any of the antibiotics used in this trial,1,0.9936,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT04454723_1,NCT04454723,inclusion,Patients wanting to enroll in hospice.,1,0.8261,1,0.5625,1.0,0.8,0.0,0.95,,,disagree
NCT00038168_7,NCT00038168,inclusion,"Patients must have adequate bone marrow function defined as an absolute peripheral granulocyte count of > 1,500/mm3 and platelet count of > 100,000/mm3; adequate hepatic function defined with a bilirubin of < 1.5 mg% and SGOT (AST) < 2X the upper limits of normal; adequate renal function defined as serum creatinine clearance > 40 cc/min (measured or calculated).",1,1.0,1,0.9995,1.0,1.0,1.0,1.0,,,ok
NCT04887506_30,NCT04887506,exclusion,"Receipt of another investigational agent within 4 weeks or 5 x the treatment half-life, whichever is longer, of treatment start.",1,1.0,1,1.0,1.0,0.8,1.0,0.75,,,low_confidence
NCT05649683_5,NCT05649683,exclusion,"previous checkpoint inhibitor treatment,",1,0.9989,1,1.0,1.0,0.9,1.0,0.9,,,ok
NCT03515512_10,NCT03515512,inclusion,Participants must have normal organ and marrow function as defined below:,1,1.0,1,0.9795,,,,,,,disagree
NCT04895020_16,NCT04895020,exclusion,"Asplenic, functionally asplenic, or splenectomy caused by any condition;",0,0.0001,1,0.9373,1.0,0.85,1.0,0.9,,,disagree
NCT06172283_0,NCT06172283,inclusion,"In order to be eligible for participation in this trial, the subject must:",1,0.9991,1,0.988,,,,,,,disagree
NCT02756845_3,NCT02756845,inclusion,at least 1 injectable lesion ≥ 10 mm in longest diameter,1,1.0,1,0.9998,1.0,1.0,1.0,0.9,,,ok
NCT06039709_22,NCT06039709,exclusion,Hypersensitivity against porphyrins,1,0.9969,1,1.0,1.0,0.8,1.0,0.75,,,low_confidence
NCT02640053_5,NCT02640053,exclusion,Previous diagnosis of diabetic neuropathy or peripheral neuropathy from any cause,0,0.4754,1,1.0,1.0,0.95,1.0,0.95,,,disagree
NCT00258232_6,NCT00258232,unknown,Not specified Hematopoietic,1,0.9745,1,1.0,0.0,0.5,0.0,0.5,,,disagree
NCT03980977_3,NCT03980977,inclusion,Unusual toxicity in progress or after radiotherapy,1,0.6048,1,1.0,0.0,0.85,0.0,0.65,,,disagree
NCT07046195_2,NCT07046195,inclusion,"Patients who had surgery after neoadjuvant immunotherapy, and required a hypofractionated radiotherapy regimen of whole breast/chest wall ± regional lymph nodes ±tumor bed: whole breast/chest wall ± regional lymph nodes DT 40.05Gy/15F; Sequential dose increase of DT 2.9 Gy\*3F for tumor bed in breast conserving patients; For patients with a stage of T4 or N3c, it is up to the radiation oncologist to decide whether to proceed with sequential bolsing of locoregional lesions;",1,1.0,1,1.0,1.0,0.75,1.0,0.75,,,low_confidence
NCT00010192_14,NCT00010192,inclusion,Bilirubin no greater than 1.5 times ULN,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,ok
NCT01440920_1,NCT01440920,unknown,Patients who achieved the first complete remission after the induction regimen and finished a standard consolidation therapy.,1,1.0,1,1.0,1.0,0.8,1.0,0.85,,,ok
NCT06627530_10,NCT06627530,exclusion,Unresectable prostate cancer;,0,0.0,1,1.0,1.0,0.75,1.0,0.8,,,disagree
NCT03759431_0,NCT03759431,inclusion,Stage T1a-b N0 of the true vocal cords planned for definitive RT,1,0.9971,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT06815172_2,NCT06815172,inclusion,Ability to complete the questionnaire,0,0.0164,0,0.012,0.0,0.85,0.0,0.85,,,ok
NCT01738646_10,NCT01738646,exclusion,More than 2 prior episodes of disease progression,1,0.9999,1,1.0,1.0,0.8,1.0,0.8,,,ok
NCT00679354_44,NCT00679354,inclusion,Patients who have undergone prior allogeneic SCT and who have graft-versus-host disease (GVHD) must have controlled GVHD that is =< grade 2,1,0.9998,1,1.0,1.0,0.82,1.0,0.82,,,ok
NCT00005823_18,NCT00005823,unknown,Not specified Radiotherapy:,1,0.9992,1,1.0,1.0,0.6,1.0,0.6,,,low_confidence
NCT07337811_14,NCT07337811,exclusion,Pregnant or lactating women.,1,0.9719,1,1.0,1.0,0.9,1.0,0.85,,,ok
NCT00795782_3,NCT00795782,inclusion,Tumor confined to the one lobe of the thyroid gland,1,0.9999,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT05842902_8,NCT05842902,exclusion,Cognitively or physically unable to participate in mHealth psychosocial intervention and surveys,0,0.3826,0,0.0,0.0,0.85,0.0,0.7,,,low_confidence
NCT06151223_3,NCT06151223,exclusion,Individual who has a personal history of pancreatic ductal adenocarcinoma (PDAC),1,1.0,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT07237256_0,NCT07237256,inclusion,"Patient must have signed a written informed consent prior to any trial-specific screening procedure. Note: When the patient is physically unable to give their written consent, an impartial witness of their choice, independent from the investigator or the sponsor, can confirm in writing the patient's consent.",0,0.0,0,0.0002,0.0,0.9,0.0,0.95,,,ok
NCT06617923_40,NCT06617923,exclusion,"Patients with known human immunodeficiency virus (HIV) infection are ineligible because the treatments involved in this protocol may be immunosuppressive, increasing the risk of lethal infections in this patient population.",0,0.0813,1,1.0,1.0,0.95,1.0,0.95,,,disagree
NCT00611962_17,NCT00611962,exclusion,Prior treatment with oxaliplatin or taxanes,1,0.9998,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT04625907_134,NCT04625907,inclusion,Prior regorafenib or temozolomide,1,1.0,1,1.0,1.0,0.95,1.0,0.95,,,ok
NCT05867966_2,NCT05867966,unknown,"No history of cancer, and not currently in relapse.",1,0.7924,1,1.0,1.0,0.75,1.0,0.85,,,low_confidence
NCT03329742_36,NCT03329742,exclusion,A requirement for systemic immunosuppressive therapy for any reason,0,0.0025,1,0.9999,1.0,0.8,1.0,0.9,,,disagree
NCT00500110_12,NCT00500110,exclusion,"Uncontrolled severe hypertension, uncontrolled diabetes mellitus, oxygen-dependent lung disease, chronic liver disease or human immunodeficiency virus (HIV) infection.",0,0.0,1,1.0,0.0,0.7,1.0,0.75,,,low_confidence
NCT07107594_9,NCT07107594,exclusion,Personal history of a previous malignancy treated with chemotherapy.,1,0.9996,1,1.0,1.0,0.85,1.0,0.95,,,ok
NCT00104845_32,NCT00104845,unknown,"No prior immunization with any class of vaccine containing gp100, including whole cell, shed antigen, or cell lysate vaccines Chemotherapy",1,0.9985,1,1.0,1.0,0.8,1.0,0.75,,,low_confidence
NCT06461819_8,NCT06461819,exclusion,Biodegradable material Patients who failed infusion,1,1.0,1,1.0,0.0,0.5,0.0,0.5,,,disagree
NCT03511235_1,NCT03511235,inclusion,Have undergone Prolaris testing and have a CCR score with estimated DSM risk ≤3.2%.,1,1.0,1,0.9913,1.0,0.95,1.0,0.9,,,ok
NCT03798106_29,NCT03798106,exclusion,"No history of any of the following in the past 6 months: cardiac angioplasty or stenting, myocardial infarction, unstable angina, coronary artery bypass graft surgery, symptomatic peripheral vascular disease class III or IV congestive heart failure, as defined by the New York Heart Association), thromboembolic events",1,0.866,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT06251115_21,NCT06251115,exclusion,"Clinically significant bleeding symptoms or definite bleeding tendency, such as gastrointestinal bleeding, hemorrhagic gastric ulcer, hereditary or acquired bleeding and thrombosis tendency (such as hemophilia, coagulation disorder, thrombocytopenia, hypersplenism, etc.) within 2 weeks prior to the study, and more serious arteriovenous thrombosis events occurring within the previous 6 months,Such as cerebrovascular diseases (including cerebral hemorrhage, cerebral infarction), pulmonary embolism, etc.",1,0.999,1,1.0,0.0,0.6,1.0,0.7,,,disagree
NCT05968690_0,NCT05968690,inclusion,Age of 18 years or older and able to understand and sign the informed consent form.,1,0.9996,0,0.0,0.0,0.7,0.0,0.8,,,disagree
NCT02022761_29,NCT02022761,exclusion,Female subjects who are pregnant or lactating or who are planning to become pregnant within 30 days of study drug administration,1,1.0,1,0.9996,1.0,0.75,0.0,0.85,,,disagree
NCT03010722_6,NCT03010722,exclusion,"Have had a major surgical procedure, open biopsy, or significant traumatic injury within 28 days prior to initiation of study treatment",1,1.0,1,1.0,1.0,0.85,1.0,0.85,,,ok
NCT01790204_20,NCT01790204,exclusion,"H2 acid blocker (Zantac, Pepcid, Axid, Tagamet)",1,0.9947,1,1.0,1.0,0.85,1.0,0.85,,,ok
